date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2026-05-24,"Trip to a local market got cancelled today, which was disappointing.",4,2,5,"travel, adventure, weekend",2026-05-24,"Trip to a local market got cancelled today, which was disappointing.","trip to a local market got cancelled today, which was disappointing.","['trip', 'local', 'market', 'got', 'cancelled', 'which', 'disappointing']",11,68,1
2026-05-25,Read through some notes on hypothesis testing but didn't get much hands-on statistics practice done.,7,3,5,"coding, learning",2026-05-25,Read through some notes on hypothesis testing but didn't get much hands-on statistics practice done.,read through some notes on hypothesis testing but didn't get much hands-on statistics practice done.,"['read', 'through', 'notes', 'hypothesis', 'testing', ""didn't"", 'get', 'much', 'hands', 'statistics', 'practice', 'done']",15,100,1
2026-05-26,"Made good progress on reading today, felt really fulfilling. Spent the evening on playing guitar, completely lost track of time — it was exactly what I needed.",8,8,5,"reading, hobbies",2026-05-26,"Made good progress on reading today, felt really fulfilling. Spent the evening on playing guitar, completely lost track of time — it was exactly what I needed.","made good progress on reading today, felt really fulfilling. spent the evening on playing guitar, completely lost track of time  it was exactly what i needed.","['made', 'good', 'progress', 'reading', 'fulfilling', 'spent', 'evening', 'playing', 'guitar', 'completely', 'lost', 'track', 'time', 'exactly', 'what', 'needed']",27,159,2
2026-05-27,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual yoga session today but ate reasonably well. Just an ordinary day overall.",7,4,6,"health, exercise",2026-05-27,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual yoga session today but ate reasonably well. Just an ordinary day overall.","did a light run session, nothing intense, just kept the habit going. skipped my usual yoga session today but ate reasonably well. just an ordinary day overall.","['light', 'run', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'skipped', 'usual', 'yoga', 'session', 'ate', 'reasonably', 'well', 'ordinary', 'day', 'overall']",27,159,3
2026-05-28,"Spent most of the day on the project deadline, nothing particularly noteworthy happened. Just an ordinary day overall.",6,4,6,work,2026-05-28,"Spent most of the day on the project deadline, nothing particularly noteworthy happened. Just an ordinary day overall.","spent most of the day on the project deadline, nothing particularly noteworthy happened. just an ordinary day overall.","['spent', 'most', 'day', 'project', 'deadline', 'nothing', 'noteworthy', 'happened', 'ordinary', 'day', 'overall']",18,118,2
2026-05-29,"Looked into travel options for the coast, nothing booked yet. Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.",5,4,5,"weekend, adventure",2026-05-29,"Looked into travel options for the coast, nothing booked yet. Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.","looked into travel options for the coast, nothing booked yet. thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.","['looked', 'into', 'travel', 'options', 'coast', 'nothing', 'booked', 'yet', 'thinking', 'planning', 'trip', 'new', 'part', 'city', 'sometime', 'soon', ""haven't"", 'decided', 'yet']",27,154,2
2026-05-30,"Saw my sibling briefly today, exchanged a few messages, nothing major. A fairly typical day, all things considered.",6,5,5,"family, weekend",2026-05-30,"Saw my sibling briefly today, exchanged a few messages, nothing major. A fairly typical day, all things considered.","saw my sibling briefly today, exchanged a few messages, nothing major. a fairly typical day, all things considered.","['saw', 'sibling', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",18,115,2
2026-05-31,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",4,7,5,"sleep, rest, relaxation",2026-05-31,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-06-01,"Saw a close friend briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.",7,3,3,"friends, weekend, family",2026-06-01,"Saw a close friend briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.","saw a close friend briefly today, exchanged a few messages, nothing major. just an ordinary day overall.","['saw', 'close', 'friend', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'ordinary', 'day', 'overall']",17,104,2
2026-06-02,"Saw my parents briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.",6,6,6,"weekend, family, relationships",2026-06-02,"Saw my parents briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.","saw my parents briefly today, exchanged a few messages, nothing major. just an ordinary day overall.","['saw', 'parents', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'ordinary', 'day', 'overall']",16,100,2
2026-06-03,"Finished a backlog of emails ahead of schedule today, which felt great going into the weekend. Had a really productive day at work — cleared most of my a few pending tickets and even helped a coworker with theirs.",8,7,6,"career, meetings",2026-06-03,"Finished a backlog of emails ahead of schedule today, which felt great going into the weekend. Had a really productive day at work — cleared most of my a few pending tickets and even helped a coworker with theirs.","finished a backlog of emails ahead of schedule today, which felt great going into the weekend. had a really productive day at work  cleared most of my a few pending tickets and even helped a coworker with theirs.","['finished', 'backlog', 'emails', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend', 'productive', 'day', 'work', 'cleared', 'most', 'few', 'pending', 'tickets', 'even', 'helped', 'coworker', 'theirs']",39,213,2
2026-06-04,"Felt pretty drained after dealing with a client presentation, didn't get much else done. Hoping tomorrow goes a bit better.",3,4,3,work,2026-06-04,"Felt pretty drained after dealing with a client presentation, didn't get much else done. Hoping tomorrow goes a bit better.","felt pretty drained after dealing with a client presentation, didn't get much else done. hoping tomorrow goes a bit better.","['pretty', 'drained', 'after', 'dealing', 'client', 'presentation', ""didn't"", 'get', 'much', 'else', 'done', 'hoping', 'tomorrow', 'goes', 'bit', 'better']",20,123,2
2026-06-05,Feeling really stressed about the presentation — couldn't focus on much else today. Anxiety about the job interview made it hard to get anything meaningful done today.,4,5,6,"deadline, exam, stress",2026-06-05,Feeling really stressed about the presentation — couldn't focus on much else today. Anxiety about the job interview made it hard to get anything meaningful done today.,feeling really stressed about the presentation  couldn't focus on much else today. anxiety about the job interview made it hard to get anything meaningful done today.,"['feeling', 'stressed', 'presentation', ""couldn't"", 'focus', 'much', 'else', 'anxiety', 'job', 'interview', 'made', 'hard', 'get', 'anything', 'meaningful', 'done']",27,167,2
2026-06-06,Slept badly last night and it affected the whole day. Need to get more rest tonight.,4,5,4,sleep,2026-06-06,Slept badly last night and it affected the whole day. Need to get more rest tonight.,slept badly last night and it affected the whole day. need to get more rest tonight.,"['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day', 'need', 'get', 'more', 'rest', 'tonight']",16,84,2
2026-06-07,"The project deadline is weighing on me a lot, didn't sleep well because of it. Anxiety about the presentation made it hard to get anything meaningful done today.",4,5,3,"deadline, anxiety, stress",2026-06-07,"The project deadline is weighing on me a lot, didn't sleep well because of it. Anxiety about the presentation made it hard to get anything meaningful done today.","the project deadline is weighing on me a lot, didn't sleep well because of it. anxiety about the presentation made it hard to get anything meaningful done today.","['project', 'deadline', 'weighing', 'me', 'lot', ""didn't"", 'sleep', 'well', 'because', 'anxiety', 'presentation', 'made', 'hard', 'get', 'anything', 'meaningful', 'done']",28,161,2
2026-06-09,Skipped my usual swim today but ate reasonably well.,5,8,5,"fitness, health",2026-06-09,Skipped my usual swim today but ate reasonably well.,skipped my usual swim today but ate reasonably well.,"['skipped', 'usual', 'swim', 'ate', 'reasonably', 'well']",9,52,1
2026-06-10,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Ready to see what tomorrow brings.",5,6,3,"sleep, weekend",2026-06-10,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Ready to see what tomorrow brings.","fairly lazy day overall, mixed a bit of rest with a few small chores. ready to see what tomorrow brings.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores', 'ready', 'see', 'what', 'tomorrow', 'brings']",20,104,2
